ID,BH050M,BH05106M,BH0515MA,BH0523M,BH0530M,BH0532C,BH0546M,BH0560M,BH0561M,BH057M,BH0585M,BH0910M,BH0920M,BH0930M,BH0940M,BH0950M,BH0960M,BH0970M,BH0980M,BH0985M,BH0990M,BH0995M
1e6e9d877f5b0d6ca6e652cc249af8a1,0,0,0,0,0,0,97,115,0,0,0,0,0,85,0,236,119,192,0,0,0,0
a224a72626392105af46f10b786b7894,0,58,0,0,0,0,129,54,0,0,36,0,0,0,0,40,56,96,139,65,63,105
2f3ca42069307c631dfd8f125e3c204f,0,87,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,154,143,144,205
6e8b2bf1e6ee867ed14208a7236b6731,0,74,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,276,145,84,175
5f842265105ec5c5f84be81da69253d6,0,0,0,0,0,0,16,0,0,0,0,0,0,503,30,104,138,36,0,0,0,0
f231b061e0f95915bee6c07d8d44fe20,0,0,0,0,0,0,252,241,142,0,0,0,0,0,157,19,0,0,0,0,0,0
43c752c6077013501053dce648bc4dd4,0,42,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,49,199,181,264
e6b3337837b2377bfc9cf6d7919af983,109,0,152,0,0,0,0,0,0,190,0,155,190,0,0,0,0,0,0,0,0,0
f4f4fb7aec6df4dd605b4e5706df4e90,0,46,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,185,172,126,207
3679c768eb57ae3c0487d754b275703d,0,0,32,103,86,94,0,0,0,42,0,72,96,204,0,33,0,0,0,0,0,0
b1b5b3d51e46c38a3be879b711a1cf76,0,49,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,106,170,150,216
e4fc06dfa472e6715fde18ad1a2146f9,0,169,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,380
7ea298b1fae3831102565c5c175b57eb,49,0,71,76,52,58,0,0,0,66,0,123,191,54,0,0,0,0,0,10,0,0
af3addf9143010799273d2ebe64ab90e,0,59,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,60,157,164,271
ccc766709ee0095f62025163a870f460,0,63,0,125,34,186,22,23,0,0,45,0,0,0,0,0,0,0,38,62,57,90
07f8ab3f5beb79323ff49eac4a0d3f14,0,80,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,484,26,21,32
3ac07a30b0cc1769e67c9068bb13d1db,0,0,0,69,87,95,0,93,32,0,0,0,0,0,91,217,20,30,0,0,0,0
1ef84765defa0599809bdc405390bea5,0,0,0,75,39,90,67,67,39,0,0,0,0,52,0,130,113,56,0,0,0,0
b40adb757d4a70a6c05144f399cf28cc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717,0,0,0
b5a1b29b5258fffb30e3817fbd2f044f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,124,380,178,0,0,0
fc1480f3628c72eff90119af9afa29b8,0,39,0,0,0,0,0,0,0,0,23,0,0,0,260,98,155,137,0,0,0,0
a7d8d215484c5e2e099983dbb6d1d488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,579,60,0,0,0
5ce059e65356be99f957050bf56676f7,0,0,0,0,0,0,166,226,167,0,0,0,0,95,0,40,13,0,0,0,0,0
98fcd6080ec6e113ecdf32c2980238e9,47,0,58,160,91,198,0,0,0,34,0,58,60,0,0,0,0,0,0,0,0,0
16b44350c7df350438dbd7b75948638d,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,399
4b612e19adb1b94629fc56a376d842e2,0,0,63,61,60,0,0,0,13,0,0,275,178,0,0,39,0,0,0,0,0,0
bb96f790af35f8f06674d038ca9f36b3,0,0,0,0,0,0,273,274,142,0,0,0,0,0,0,0,0,0,0,0,0,0
adcaa284f031100aa0155c8aaf88c8db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,180,138,217
d2c5f5da5d9f14acc5b49df2dd3ec84d,0,0,0,0,0,0,0,0,0,0,0,204,185,229,0,60,0,0,0,0,0,0
268915af4f7f9548c44cc433039e3cd8,0,78,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,53,149,125,190
15f190871390e7183a44959359543881,0,291,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,65,0,0,0
c8e768cbf28d9105adb28d5025a5a532,0,0,0,0,0,0,30,56,28,0,0,43,68,40,0,142,162,94,0,0,0,0
91deaea4313a7d957032a2b278b10c6c,0,25,0,0,0,0,58,0,0,0,0,0,0,0,0,75,163,261,80,0,0,0
a7aa62cd240a5df24fa22db9f562b38f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,144,194,36,45,49,100
4a2838f62b9c11c251e999cdc85f5b71,0,0,0,0,0,20,0,0,10,0,0,0,0,29,54,42,482,0,23,0,0,0
7ca0927ae3519e650b295127d7a53ac2,0,0,0,0,0,0,25,56,0,0,0,0,0,0,54,286,181,58,0,0,0,0
53816d9f5183d2388f9fffc38ac6acbf,0,136,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,100,100,87,115
00d37d9a5d7fa8b843e6d3b2e4066a80,24,0,46,85,60,87,74,50,33,37,0,40,24,64,15,8,0,0,0,0,0,0
3a4e4d31f7628c0d33045ea1af022d2f,0,0,0,0,13,0,136,264,139,0,0,0,0,93,0,0,0,0,0,0,0,0
e496c5d9ecebafb9bb409ce0d62bcc2e,0,0,0,0,0,0,41,37,0,0,0,0,0,0,168,115,138,144,0,0,0,0
3dc1a23d573b617caf3783e051c5546c,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,40,228,125,214
16f48ad4e73be14b9b99d57f32f772b6,0,0,0,0,0,0,181,315,138,0,0,0,0,0,0,0,0,0,0,0,0,0
66928e87abe985def95c908679310978,0,0,0,0,0,0,0,0,0,0,0,35,62,21,40,84,99,149,55,0,0,87
23828a87b43eedadb7fa63a4cbab6337,0,25,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,50,135,137,232
2cb9df0b5a3235556699d41227ca8b51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,357,171,38,0,0,0,0
47ca87f92289bbc2dff3106b2ed7b143,0,212,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,83,50,0,52
621ced06aeecd3e1ad4fc4efe36eefb8,0,91,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,36,119,118,134
f7f2e1346848c4ab0bd480ec62157fc2,0,186,0,0,0,0,0,0,0,0,175,0,0,0,100,0,0,0,43,50,31,24
47716ee36f53d70caad18f94387d6921,0,0,122,59,58,0,0,0,0,92,0,83,132,39,0,7,0,14,0,0,0,0
f1f64d63f0a64dafd6781e1f5903f6cb,0,0,56,0,0,0,0,0,0,0,0,270,270,0,0,0,0,0,0,0,0,0
66f19c84512df96a7d18aa6df4284b49,167,0,192,0,0,0,0,0,0,170,0,0,62,0,0,0,0,0,0,0,0,0
fd1deefd5b7ab0790cef9357e2404a86,0,0,0,130,222,0,19,3,0,0,3,0,0,212,0,0,0,0,0,0,0,0
71f07cb297c5d08368fb9b25fee7e01f,0,0,0,0,0,0,173,209,71,0,0,0,0,0,0,42,35,50,7,0,0,0
ae82b803a175f36e9c12ccd1531a82a4,0,0,0,0,0,0,0,0,0,0,0,36,0,488,0,53,0,0,0,0,0,0
2238b59739f3c42daa0f4a5c69840ee0,0,0,0,0,0,0,214,166,109,0,0,0,0,0,88,0,0,0,0,0,0,0
b970f3cb99a1768dce50ca4d83e3acf9,56,0,81,146,39,175,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
2896f5ba51d52382f7b748a8d050ff4a,0,0,0,93,154,181,0,15,0,0,0,30,58,0,7,9,10,11,0,0,0,0
9e92dd74bbca8febc544f0169769985f,0,0,0,0,0,0,276,222,63,0,0,0,0,0,0,0,0,0,0,0,0,0
64ad41b5498cb91261149f8672eb1f0d,0,6,10,0,0,0,0,0,0,0,15,0,0,0,86,400,0,0,13,8,0,8
9022d042d39b3783721ed9cf1d4e9abf,121,0,107,0,0,0,0,0,0,96,0,57,71,70,20,0,0,0,0,0,0,0
fc0627999600294acde0de41cc8153cd,137,0,184,0,0,0,0,0,0,162,0,0,0,59,0,0,0,0,0,0,0,0
f32767bcc19f4964125a637b6e9d62f1,60,0,28,85,108,73,0,25,0,58,0,53,52,0,0,0,0,0,0,0,0,0
35cdd60237fa9e4670942a467b01e794,0,0,0,0,0,0,0,0,0,0,0,223,231,84,0,0,0,0,0,0,0,0
beba8fa5196a708390c30d06edcf8d98,0,137,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,19,75,37,89
e4a4bda111bde31548eadd0df630d50a,0,16,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,89,99,146,167
2a13af84a985aefb6f42072d2f119a73,11,0,0,0,0,0,0,0,0,19,0,156,185,163,0,0,0,0,0,0,0,0
61fbc84b0b713afe2e84c6e658f015cc,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,136,92,180
9ee67dcb31e145f666c4d689541884b5,0,308,0,0,0,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0
0c8e763496977b2294ba2f5464e00158,87,0,121,73,69,51,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0
e8a9d009768831ed9d5bac3df569bbe0,0,0,0,0,0,0,108,45,26,0,0,0,0,0,179,30,64,72,0,0,0,0
3d61cc1b2f665cbaeca7b73e80c0368f,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,141,75,153
39578043daf2eae277a3b028700a128c,0,95,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,118,92,150
0f5eaf5f1fb285b172484b261ca4f638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,87,62,79
7cb06222cffa2c5852675c6c1f5ec10c,73,0,99,24,0,36,0,0,0,99,0,69,94,13,0,0,0,0,0,0,0,0
f96b0b9dc6e390b252b8ec880c8c4172,0,0,0,0,0,0,0,0,0,0,66,18,0,0,59,27,84,44,106,49,0,54
7f508cf04089c34d01b1962ad68f4bc7,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411,35,0,37
59b0bb45405332eeccc9a88c9820b82d,55,0,41,66,52,80,0,0,0,60,0,41,44,62,0,0,0,0,0,0,0,0
2364a0b2f678efb0ef52c22157c74b9a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,253,170,0,0,0,0
9ca967775a5729912b9d4110327b4241,140,0,167,15,11,55,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0
3cad5b324a57822ba4c2830b93cd43c5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,151,263,0,0,0,0
14beab9b77697fefa979ee182fe120ee,0,0,0,41,20,88,0,0,0,11,0,59,67,202,0,0,0,0,0,0,0,0
f83f12d53a230c8c44691f00ed6cef9a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,40,211,178,15,0,0,0
dcf40418198e939974a80fcb1feee895,0,0,0,0,0,0,0,0,0,25,0,165,130,166,0,0,0,0,0,0,0,0
cd0bdd156388d33e4278eaf56a832d99,0,237,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,34,0,0,45
cb8fd18df60fdd374f5c621ab199226d,0,0,54,0,0,0,0,0,0,0,75,147,88,39,32,23,26,0,0,0,0,0
190dd2f2fc9d393383323ddee5fd5d08,0,0,0,0,0,0,0,0,0,0,0,173,210,92,0,0,0,0,0,0,0,0
5607453bc62adfe6cf5f6f5e351f5a8e,0,0,0,78,88,162,0,0,0,0,0,0,39,107,0,0,0,0,0,0,0,0
80fd7f8df0c806ef17fea23771156538,0,0,22,28,0,0,0,0,0,0,0,208,126,90,0,0,0,0,0,0,0,0
5635e132026ec01fc64c459e1abfaa9a,30,0,67,87,65,99,0,0,0,54,0,23,48,0,0,0,0,0,0,0,0,0
2df7185390551dbaee3093bff598a43e,0,0,0,90,60,91,0,0,0,0,0,109,115,0,0,0,0,0,0,0,0,0
bacb696b81b0c7cc9cc62c41617ac2c3,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,106,138,151,0,0,0,0
421db28fc06b23674d027713929aa885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,117,0,0,0,0,0,0
ee5d9e9a43285a73d99b691375f1a8c6,0,0,0,0,0,0,107,188,86,0,0,0,0,0,0,15,34,21,0,0,0,0
15d86cb3c777dc8526e3f213d05804fb,92,0,139,0,0,0,0,0,0,146,0,34,36,0,0,0,0,0,0,0,0,0
f206aae24ddd4d1a182a320b88219547,103,0,183,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0
3049dbb30bc0069c6945c85a6d4b2d8e,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,61,98,109,140
dfce34eafbf949b3e1a1801b9c2d1738,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,213
68319501504c44c4d61dbfdebfcb2fa4,0,0,25,0,0,0,0,0,0,0,0,182,153,73,0,0,0,0,4,0,0,0
46e71fe4ce9f581eaa0d22823c1d13b2,0,0,0,0,0,0,0,0,0,0,0,81,98,241,0,15,0,0,0,0,0,0
ded211d6ab7dcf128be63d15a77072e5,0,0,0,0,0,0,0,0,0,0,0,167,177,89,0,0,0,0,0,0,0,0
ccbd28f0f687eedc158671a1f0198968,0,19,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,52,77,110,138
fc7a93ad2a9a25dc67e4b9172ce12066,0,0,0,0,0,0,0,6,0,0,0,196,176,33,0,20,0,0,0,0,0,0
a11ea2010cafa794bd5514c5b89eb0b5,0,141,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,46,54,77
6ce4338e90c2cebd8e0de102160bd077,0,0,0,0,0,0,126,101,76,0,0,0,0,0,0,40,47,39,0,0,0,0
1280f656b0adc07c29fc27406a6fced8,0,0,19,67,80,106,0,13,0,0,0,0,0,0,0,86,39,17,0,0,0,0
46b412fd9fa96021e8c5588d7d2672c1,0,0,0,0,0,0,0,0,0,0,0,185,156,84,0,0,0,0,0,0,0,0
89a1aeaf5797e91d4d4b0a1681727342,0,17,0,98,86,68,0,0,0,0,0,0,0,0,0,0,74,80,0,0,0,0
2d1362edddb94ddb361894bf3cdc17d0,105,0,88,0,0,0,0,0,0,100,0,58,72,0,0,0,0,0,0,0,0,0
8423212f92f64c7890b496c634854147,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,143,274,0,0,0,0
edb4e809ba661ef899e61cb8a1e1fd84,0,0,0,0,0,0,56,58,37,0,0,0,0,48,48,55,76,42,0,0,0,0
21baa733b9208fdc667897bc1cc03a45,252,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0
929743918c9dbc5950f00ea004234ea4,49,0,148,0,0,0,0,0,0,108,0,60,55,0,0,0,0,0,0,0,0,0
7774404efac5eea612ef6aa78785a39e,0,185,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0
a6725eac26de5f1d0b5109eb3c5b0166,0,0,0,136,141,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c76ae1fd72e31e12498b3b3ca26f8ec,0,24,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,86,95,63,96
9691c18443b28736d8f3260897901682,0,0,0,0,0,0,0,0,0,0,0,24,66,259,9,39,0,18,0,0,0,0
46a6148546381afb79089c0dcd3a5856,64,0,0,0,0,0,0,0,0,0,0,86,81,183,0,0,0,0,0,0,0,0
3ff500188cf1f56d0b5b6203e715f0a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,92,41,57,0,0,0,0
6987353481d860219fb8ffeb5845a1a6,0,0,0,85,180,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5f8c24a8d595d971e365d4128b652041,0,83,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,115,55,121
adf9ffa631c9096a980dc68d1699f7be,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,104,96,177
73b5d0c4a7e4cc72034a373b848a3b5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,92,99,135
7a0114969839536048d94106d6d85877,0,54,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,65,68,60,106
56783ecedf0f8b9bf22cba813477656b,0,0,16,34,32,37,0,0,0,0,0,99,85,100,0,0,0,0,0,0,0,0
5ced2bfb0106226b340337909f92b925,0,0,0,129,70,126,0,0,0,8,0,0,9,59,0,0,0,0,0,0,0,0
f3e346199a422047a40fea8f217f6be2,0,46,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,19,105,89,101
5ae8f53c8ede7dce63d13dd2137ef6f2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0
04229b7d92ecbf7047bd548295ceeef0,0,157,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,24,15,25,34
333731aa414b63a0786849338c216251,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,48,101,109,114
5070a4ddf6a9bc8a95edc0bc5e641a73,75,0,91,39,33,38,0,0,0,45,0,71,0,0,0,0,0,0,0,0,0,0
918903ec47593f8396a8e72d24afe3a0,0,33,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,86,90,55,86
071a1e24a347d537f4fd60a58470f779,0,0,0,0,0,0,0,0,0,0,0,153,158,67,0,13,0,0,0,0,0,0
8a2b45a0affcac8653411794fb5f2cbd,0,218,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0
14e8a7bfb7c4d1ecac09f5eb8efe0cea,0,0,0,0,0,0,0,0,0,0,0,40,19,0,0,55,62,119,35,20,0,35
4dc130001798463375f600488424ab3b,68,0,77,11,0,0,0,0,0,70,0,83,76,0,0,0,0,0,0,0,0,0
b1c71bb23b99171efac3daa655d38a50,0,143,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,44,38,48
5607b554d105e89a16dd168c4c9ffba9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,114,142,111
c75f486725c6463fd70307e0063d3a0d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,218,0,0,0,0,0,0
379f5e163eb877d7ad6ad6a7dbab87e4,0,84,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,94,71,87
30ebae4af1dc163725120aaf4709ec18,0,0,0,110,108,81,0,0,0,0,0,22,14,7,0,19,15,0,0,0,0,0
e6ca1e9cba9104295608f412bbeef615,0,41,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,137,48,39,62
f6aa1656133a635318cdad301cfb509b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,87,0,88
ed12bf6f87f50f545ee60821efc590fd,0,0,0,0,0,0,60,119,69,0,0,36,17,64,0,0,0,0,0,0,0,0
36ac1d07911f86ebf876f23f6d749735,0,0,0,0,0,0,74,88,81,0,0,0,0,82,0,39,0,0,0,0,0,0
6183256bf1d9ebf931998193df58533a,0,0,0,0,0,0,0,0,0,0,0,24,21,0,28,38,49,74,23,24,25,52
1542c96511f452d07fd6587c7cff7ca0,22,0,62,97,20,126,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
3c508a126e7cba6d80adc687a770e59d,0,0,0,0,0,0,0,0,0,0,0,34,20,9,27,32,57,83,18,18,12,43
9051b121413107167d7a120b1b9a65a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,107,110,0,0,41,0
cfb400fe416301f5ae6f04702709dea8,0,0,0,0,0,0,0,0,0,0,0,145,127,58,0,19,0,0,0,0,0,0
94f24891c38ba76911dc1293465d4de3,0,70,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,77,104,0,0,0
cd3a9078f1cff154f3834f7d27bd5aa9,0,5,0,0,0,0,156,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558da600341d604504abe06f82d21caf,0,0,0,0,0,32,0,0,0,0,38,0,0,0,34,32,86,31,37,32,0,23
66deb9aab64617ed728d9f4931a526c6,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,52,87,57,71
2d2a6589aaecc75d5d715db3c675915c,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,66,89,62,108
9b7620a6479539bac61d261a508066a2,40,0,63,12,0,0,0,0,0,62,0,69,94,0,0,0,0,0,0,0,0,0
8bb5ee313cdb6db228e31a5b139ae329,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,80,61,90
832f2fc787c2a640aaf75356f9355a54,0,0,75,75,44,75,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0
528ad7c2c21a87826f06e5e144985484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,93,138
b4bfec554845d1148c9253d487090966,0,0,0,0,0,17,0,0,10,0,0,0,0,0,45,40,96,67,16,11,0,30
a8b04b7e2f755902f79e0341c5770404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,195,13,0,0,0
8ad71c883f2684da278a1aae33a8b71d,0,26,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,47,75,64,79
df239fd85c3a1c4013361246131557d6,0,0,0,21,51,48,35,26,0,0,0,0,10,24,0,67,48,0,0,0,0,0
62005eee6181675ff6d523ec2c031906,38,0,61,10,0,11,0,0,0,65,0,70,75,0,0,0,0,0,0,0,0,0
ef95ab63d6a2e8de93e20b3342da3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0
acd238fbc625c7aae010511cce0ad432,0,0,85,0,0,0,0,0,0,0,0,69,92,70,0,11,0,0,0,0,0,0
76af64cef7da33f8083e0b0e386bb85f,0,61,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,49,47,58,77
254857ee07cca48999d3808269acfa72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,95,173,10,0,0,0
1ecf6c7adc5e831003131ecb4007e42a,0,0,0,0,0,0,71,116,23,0,0,7,0,0,0,0,0,15,45,11,19,17
cd969f2e4c49ca58fea35c7a5d7493d8,80,0,46,0,0,29,0,0,0,39,0,51,50,22,0,6,0,0,0,0,0,0
58180cc21b85cb3ff2a581fe8384e3a0,0,0,0,64,0,66,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0
5424c06cea6cf072cc4408677c47fb76,0,54,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,66,40,43,44
8baffa4f0584d55dbe6a54ff0d08e1f6,0,21,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,33,57,71,115
5fd1475bdcd9ebe64dcc79662631a5c6,0,102,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0
5021580633cf96c035b3e9bfe9ebd14f,0,28,0,0,0,0,0,0,0,0,43,0,0,0,16,143,0,0,15,35,0,35
e6bc6950567c35e06a58f8ab33fde8c3,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,108,76,88
8fa27529b704af0b167f2ae3979a4dd2,0,112,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,28,0,62
59bbae152e940b558fe607cebac03305,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,90,54,110
62215c7ee08cac0e304b270a4b58a91d,0,0,0,0,0,0,35,28,0,0,0,0,0,0,0,83,89,72,0,0,0,0
5e5ec613b846a2c73120ee04bb866c38,0,60,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,73,41,34,58
5a9d04dab4a4bc9d8c35064556811335,0,0,23,98,59,82,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0
bc9c8e287165362cdbbc03416d4758ad,0,56,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,61,45,0,50
cabc8d62b4105403aafa912b58696d1d,0,29,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,110,71,0,66
2dd95f88d8d172b968332acc814b45a7,0,0,0,0,0,0,86,136,73,0,0,0,0,0,0,0,8,0,0,0,0,0
5b0f7a3fbd285222c06af9bb312dfa8d,0,0,43,41,0,43,0,0,0,44,0,0,38,75,18,0,0,0,0,0,0,0
4a97d584bd1a24315f8ef5ef629aa478,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,48,100,147,0,0,0,0
4e7297c459234d6df201dc601125e2ed,0,0,54,39,0,52,0,0,0,60,0,0,0,96,0,0,0,0,0,0,0,0
962b5cf347281e3b1d0ef7190b8b0c3b,0,0,0,96,100,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a12ced19ae5b89373c5772ab461e6c5a,39,0,41,72,25,65,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0
9b6a684c188abb3bbcf97aaed27a83f7,47,0,38,0,17,26,0,0,0,64,0,57,49,0,0,0,0,0,0,0,0,0
acd97c2c3041abfe9d4350b6976e43b6,0,0,41,81,50,77,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
8c7000b7df81dac6606dcb48f3baaa9e,0,31,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,30,74,42,69
37eaf3e1d105e4bc82315b5e2f01bcce,0,0,0,0,0,0,0,0,0,0,0,17,17,17,18,0,54,97,34,0,0,37
5e8bcbc4b75395db83ef191f13069414,0,0,0,0,0,0,27,13,24,5,0,131,91,0,0,0,0,0,0,0,0,0
37f66a4e68b9f5b5a982a4a04329f16d,0,0,0,0,0,0,107,74,57,0,0,0,0,0,0,0,0,32,21,0,0,0
2b93e8bd8ccc23dd01533a69e4c102a9,0,46,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,33,61,0,92
c0f09ec7ab10159ec49c65c651e7112c,0,0,0,0,0,0,0,0,0,0,0,52,46,166,20,0,0,0,0,5,0,0
470460dcaadd551ad635e7ec51bcb8b7,77,0,65,0,0,0,0,0,0,59,0,40,48,0,0,0,0,0,0,0,0,0
8fee02f86b1a52554a515542c5929281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0
7ed8c8408533ed42069ab46b504e5004,0,0,0,105,72,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e435c8f71869a430acd252414d15726,0,0,0,29,19,24,49,45,52,0,0,0,0,65,0,0,0,0,0,0,0,0
707b5cb6b52da5a8caa7813b616c1b9f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0
aa680d5204c034502751c163078370b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,83,90,0,0,0,0
db74e9d0c2b3df1b20ad5be2f8d2ff12,0,0,28,0,28,63,0,0,0,0,0,61,51,46,0,0,0,0,0,0,0,0
474fd3a7fdb7ad4c7fcb0bd42ff0d601,0,0,0,0,0,0,165,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d161a29e69a126e2e71778ee9344d276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,69,105,28,0,0,30
36f2b5b396c5e527850d83efd50f4e55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,149,33,0,0,0,0
b81eab2035a27432fe519b7514ad770a,0,0,36,0,0,62,0,0,0,0,0,50,49,77,0,0,0,0,0,0,0,0
41dfc4499afec2926c6c20745db3c681,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,77,56,107
2e86870a9f8a26a09689d94f88576ff0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,76,0,113
27f8948542a24fd98f8e3bd53d6eeec2,0,29,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,79,52,81
